tripduration,starttime,,,start station name,,,,end station name,,,bikeid,usertype,birth year,gender
819,2013-06-01 1:48,,,Broadway & E 22 St,,,,Allen St & Rivington St,,,16059,Subscriber,1965,1
56671,2013-06-01 1:50,,,Hicks St & Montague St,,,,1 Ave & E 18 St,,,19398,Subscriber,1986,1
1377,2013-06-01 1:51,,,W 4 St & 7 Ave S,,,,Perry St & Bleecker St,,,18683,Customer,NULL,0
951,2013-06-01 1:52,,,Centre St & Worth St,,,,Cliff St & Fulton St,,,15713,Subscriber,1985,1
1353,2013-06-01 1:52,,,Broadway & E 22 St,,,,E 10 St & Avenue A,,,19079,Subscriber,1983,2
1361,2013-06-01 1:52,,,Little West St & 1 Pl,,,,E 10 St & Avenue A,,,17515,Subscriber,1981,1
629,2013-06-01 1:52,,,3 Ave & Schermerhorn St,,,,Macon St & Nostrand Ave,,,17715,Subscriber,1986,1
644,2013-06-01 1:55,,,Cleveland Pl & Spring St,,,,E 10 St & 5 Ave,,,20341,Subscriber,1953,1
277,2013-06-01 1:56,,,W 22 St & 10 Ave,,,,9 Ave & W 18 St,,,18786,Subscriber,1984,1
341,2013-06-01 1:56,,,Broadway & W 24 St,,,,Ashland Pl & Hanson Pl,,,15118,Customer,NULL,0
624,2013-06-01 1:56,,,Allen St & Rivington St,,,,Henry St & Grand St,,,15266,Subscriber,1977,1
1093,2013-06-01 1:57,,,Cliff St & Fulton St,,,,Broadway & Battery Pl,,,17951,Customer,NULL,0
1056,2013-06-01 1:57,,,DeKalb Ave & Hudson Ave,,,,Broadway & Battery Pl,,,15922,Customer,NULL,0
1659,2013-06-01 1:57,,,W 17 St & 8 Ave,,,,W 59 St & 10 Ave,,,20306,Customer,NULL,0
1491,2013-06-01 1:57,,,Hudson St & Reade St,,,,W 54 St & 9 Ave,,,16043,Subscriber,1983,1
1204,2013-06-01 1:40,,,10 Ave & W 28 St,,,,Stanton St & Chrystie St,,,15869,Subscriber,1988,1
139929,2013-06-01 0:02,,,E 7 St & Avenue A,,,,Broadway & E 22 St,,,19570,Subscriber,1983,2
1231,2013-06-01 1:40,,,10 Ave & W 28 St,,,,Stanton St & Chrystie St,,,17117,Subscriber,1988,1
354,2013-06-01 2:01,,,Allen St & Rivington St,,,,Suffolk St & Stanton St,,,19890,Subscriber,1984,1
786,2013-06-01 2:01,,,Cliff St & Fulton St,,,,Broadway & Battery Pl,,,19415,Customer,NULL,0
504,2013-06-01 2:01,,,St Marks Pl & 2 Ave,,,,E 20 St & 2 Ave,,,18617,Subscriber,1965,2
1535,2013-06-01 2:03,,,Cumberland St & Lafayette Ave,,,,E 16 St & 5 Ave,,,19772,Subscriber,1965,1
1975,2013-06-01 2:03,,,W 14 St & The High Line,,,,Mott St & Prince St,,,17898,Customer,NULL,0
479,2013-06-01 2:04,,,E 7 St & Avenue A,,,,Forsyth St & Broome St,,,15470,Subscriber,1988,1
1210,2013-06-01 2:06,,,W 59 St & 10 Ave,,,,E 39 St & 2 Ave,,,15783,Customer,NULL,0
880,2013-06-01 2:06,,,W 20 St & 11 Ave,,,,E 58 St & 3 Ave,,,16633,Subscriber,1981,1
1129,2013-06-01 2:07,,,DeKalb Ave & Hudson Ave,,,,E 60 St & York Ave,,,18701,Customer,NULL,0
1458,2013-06-01 2:07,,,Broadway & W 51 St,,,,Barclay St & Church St,,,20349,Customer,NULL,0
301,2013-06-01 2:07,,,E 3 St & 1 Ave,,,,E 5 St & Avenue C,,,18839,Subscriber,1985,1
2890,2013-06-01 2:07,,,W 37 St & 5 Ave,,,,Adelphi St & Myrtle Ave,,,18734,Subscriber,1985,1
132,2013-06-01 2:08,,,S 3 St & Bedford Ave,,,,S 5 Pl & S 5 St,,,14979,Subscriber,1981,1
29784,2013-06-01 2:07,,,DeKalb Ave & Hudson Ave,,,,MacDougal St & Washington Sq,,,16139,Subscriber,1994,2
498,2013-06-01 2:11,,,9 Ave & W 22 St,,,,E 27 St & 1 Ave,,,19709,Subscriber,1970,1
1821,2013-06-01 2:11,,,DeKalb Ave & Hudson Ave,,,,Cleveland Pl & Spring St,,,18566,Customer,NULL,0
1158,2013-06-01 2:12,,,Broadway & W 24 St,,,,Broadway & W 32 St,,,15806,Customer,NULL,0
1286,2013-06-01 2:14,,,Clermont Ave & Lafayette Ave,,,,9 Ave & W 16 St,,,20227,Subscriber,1982,1
725,2013-06-01 2:15,,,6 Ave & Canal St,,,,E 4 St & 2 Ave,,,17886,Subscriber,1988,1
1448,2013-06-01 2:16,,,Water - Whitehall Plaza,,,,Madison St & Clinton St,,,17087,Customer,NULL,0
2798,2013-06-01 2:16,,,West St & Chambers St,,,,Broadway & E 14 St,,,15035,Customer,NULL,0
290,2013-06-01 2:17,,,DeKalb Ave & S Portland Ave,,,,Lafayette Ave & St James Pl,,,19484,Customer,NULL,0
226,2013-06-01 2:18,,,E 2 St & Avenue C,,,,Columbia St & Rivington St,,,17969,Subscriber,1968,1
374,2013-06-01 2:18,,,Fulton St & Clermont Ave,,,,Lafayette Ave & Classon Ave,,,19601,Subscriber,1989,1
1314,2013-06-01 2:19,,,Water - Whitehall Plaza,,,,Madison St & Clinton St,,,19757,Customer,NULL,0
962,2013-06-01 2:23,,,W 51 St & 6 Ave,,,,NYCBS Test,,,19126,Subscriber,1975,1
253,2013-06-01 2:24,,,W 47 St & 10 Ave,,,,W 54 St & 9 Ave,,,15387,Subscriber,1973,1
103,2013-06-01 2:23,,,W 20 St & 7 Ave,,,,W 20 St & 7 Ave,,,19376,Subscriber,1961,1
353,2013-06-01 2:26,,,W 37 St & 5 Ave,,,,E 45 St & 3 Ave,,,16906,Subscriber,1987,1
59406,2013-06-01 2:26,,,Allen St & Rivington St,,,,Washington St & Gansevoort St,,,17120,Subscriber,1979,1
673,2013-06-01 2:26,,,W 18 St & 6 Ave,,,,Duane St & Greenwich St,,,15105,Subscriber,1976,2
921,2013-06-01 2:26,,,Carmine St & 6 Ave,,,,Cleveland Pl & Spring St,,,18353,Customer,NULL,0
1751,2013-06-01 2:27,,,Broadway & E 14 St,,,,6 Ave & Canal St,,,17495,Customer,NULL,0
1314,2013-06-01 2:27,,,LaGuardia Pl & W 3 St,,,,W 20 St & 11 Ave,,,17371,Customer,NULL,0
618,2013-06-01 2:27,,,Washington Pl & 6 Ave,,,,W 22 St & 8 Ave,,,16818,Subscriber,1985,1
230,2013-06-01 2:27,,,Pike St & E Broadway,,,,Allen St & Hester St,,,16650,Customer,NULL,0
841,2013-06-01 2:28,,,9 Ave & W 22 St,,,,NULL,,,18792,Customer,NULL,0
1021,2013-06-01 2:27,,,Norfolk St & Broome St,,,,S 4 St & Wythe Ave,,,16413,Subscriber,1981,1
128,2013-06-01 2:28,,,Broadway & W 29 St,,,,Broadway & W 29 St,,,16361,Subscriber,1984,1
150,2013-06-01 2:30,,,Greenwich St & W Houston St,,,,Barrow St & Hudson St,,,20069,Subscriber,1969,1
500,2013-06-01 2:30,,,W 4 St & 7 Ave S,,,,E 10 St & 5 Ave,,,17445,Subscriber,1961,1
540,2013-06-01 2:32,,,Atlantic Ave & Fort Greene Pl,,,,Lefferts Pl & Franklin Ave,,,17727,Subscriber,1981,1
1077,2013-06-01 2:36,,,6 Ave & W 33 St,,,,Central Park S & 6 Ave,,,18297,Customer,NULL,0
246,2013-06-01 2:37,,,Allen St & Rivington St,,,,Allen St & Rivington St,,,15778,Subscriber,1984,1
1475,2013-06-01 2:37,,,Broadway & W 32 St,,,,Little West St & 1 Pl,,,18812,Subscriber,1988,1
1003,2013-06-01 2:37,,,6 Ave & W 33 St,,,,Central Park S & 6 Ave,,,16597,Customer,NULL,0
483,2013-06-01 2:38,,,W 45 St & 6 Ave (1),,,,E 39 St & 2 Ave,,,19215,Subscriber,1981,1
451,2013-06-01 2:39,,,E 10 St & 5 Ave,,,,E 11 St & 2 Ave,,,20341,Subscriber,1961,1
932,2013-06-01 2:39,,,6 Ave & Broome St,,,,Central Park S & 6 Ave,,,15889,Customer,NULL,0
904,2013-06-01 2:40,,,6 Ave & W 33 St,,,,NULL,,,15752,Customer,NULL,0
1428,2013-06-01 2:41,,,Broadway & W 32 St,,,,W 20 St & 11 Ave,,,15806,Customer,NULL,0
414,2013-06-01 2:38,,,Broadway & E 22 St,,,,W 22 St & 8 Ave,,,19416,Subscriber,1986,1
1578,2013-06-01 2:43,,,Lafayette St & E 8 St,,,,Broadway & W 58 St,,,18488,Customer,NULL,0
1530,2013-06-01 2:43,,,Lafayette St & E 8 St,,,,Jay St & Tech Pl,,,17220,Customer,NULL,0
250,2013-06-01 2:44,,,Lefferts Pl & Franklin Ave,,,,Macon St & Nostrand Ave,,,17727,Subscriber,1981,1
1318,2013-06-01 2:45,,,S 4 St & Wythe Ave,,,,Bond St & Schermerhorn St,,,18069,Subscriber,1981,1
237,2013-06-01 2:46,,,Pike St & E Broadway,,,,St James Pl & Pearl St,,,17954,Subscriber,1987,1
1358,2013-06-01 2:47,,,Hicks St & Montague St,,,,E 10 St & Avenue A,,,19096,Subscriber,1983,1
985,2013-06-01 2:48,,,2 Ave & E 58 St,,,,E 13 St & Avenue A,,,16471,Subscriber,1968,1
181,2013-06-01 2:48,,,St Marks Pl & 1 Ave,,,,St Marks Pl & 2 Ave,,,19045,Subscriber,1987,2
225,2013-06-01 2:49,,,E 31 St & 3 Ave,,,,E 20 St & 2 Ave,,,17534,Subscriber,1984,1
464,2013-06-01 2:50,,,W 20 St & 11 Ave,,,,E 30 St & Park Ave S,,,17371,Customer,NULL,0
744,2013-06-01 2:54,,,Clinton St & Grand St,,,,NULL,,,17106,Customer,NULL,0
355,2013-06-01 2:53,,,Sullivan St & Washington Sq,,,,St Marks Pl & 2 Ave,,,18019,Subscriber,1991,1
672,2013-06-01 2:55,,,S 3 St & Bedford Ave,,,,S 3 St & Bedford Ave,,,14955,Customer,NULL,0
673,2013-06-01 2:55,,,Clinton St & Grand St,,,,St Marks Pl & 1 Ave,,,19237,Customer,NULL,0
1100,2013-06-01 2:58,,,W 24 St & 7 Ave,,,,Division St & Bowery,,,19847,Subscriber,1977,1
958,2013-06-01 3:00,,,Allen St & Rivington St,,,,Pershing Square North,,,15138,Subscriber,1988,1
188,2013-06-01 3:01,,,E 7 St & Avenue A,,,,3969.TEMP (Bike The Branches - Central Branch),,,18309,Subscriber,1983,1
1057,2013-06-01 3:05,,,W 17 St & 8 Ave,,,,E 32 St & Park Ave,,,19912,Subscriber,1986,1
620,2013-06-01 3:09,,,Broadway & E 14 St,,,,St Marks Pl & 2 Ave,,,18363,Customer,NULL,0
590,2013-06-01 3:09,,,Broadway & E 14 St,,,,St Marks Pl & 2 Ave,,,15035,Customer,NULL,0
683,2013-06-01 3:12,,,St Marks Pl & 2 Ave,,,,Forsyth St & Canal St,,,18019,Subscriber,1987,1
302,2013-06-01 3:13,,,11 Ave & W 27 St,,,,W 39 St & 9 Ave,,,15479,Subscriber,1979,1
454,2013-06-01 3:15,,,Allen St & Stanton St,,,,Henry St & Grand St,,,16613,Subscriber,1987,1
886,2013-06-01 3:03,,,10 Ave & W 28 St,,,,E 15 St & 3 Ave,,,20054,Subscriber,1983,1
1186,2013-06-01 3:18,,,E 2 St & Avenue C,,,,Lafayette St & E 8 St,,,20133,Subscriber,1984,1
1703,2013-06-01 3:19,,,W 16 St & The High Line,,,,Hicks St & Montague St,,,17670,Subscriber,1984,1
170,2013-06-01 3:20,,,Washington Square E,,,,Washington Pl & 6 Ave,,,16688,Subscriber,1989,1
1686,2013-06-01 3:20,,,E 27 St & 1 Ave,,,,W 41 St & 8 Ave,,,16626,Subscriber,1983,1
2962,2013-06-01 3:21,,,Cleveland Pl & Spring St,,,,W 37 St & 10 Ave,,,15525,Customer,NULL,0
914,2013-06-01 3:22,,,Cadman Plaza W & Pierrepont St,,,,NULL,,,16461,Subscriber,1988,1
2756,2013-06-01 3:25,,,Cleveland Pl & Spring St,,,,W 37 St & 10 Ave,,,17548,Customer,NULL,0
977,2013-06-01 3:26,,,Hicks St & Montague St,,,,9 Ave & W 16 St,,,20194,Subscriber,1988,1
873,2013-06-01 3:26,,,W 43 St & 10 Ave,,,,Bank St & Hudson St,,,14962,Subscriber,1965,1
838,2013-06-01 3:31,,,Franklin St & W Broadway,,,,W 20 St & 11 Ave,,,16248,Subscriber,1980,1
831,2013-06-01 3:32,,,DeKalb Ave & Hudson Ave,,,,W 14 St & The High Line,,,15551,Subscriber,1977,2
835,2013-06-01 3:32,,,Lispenard St & Broadway,,,,Norfolk St & Broome St,,,17561,Customer,NULL,0
820,2013-06-01 3:33,,,E 4 St & 2 Ave,,,,E 25 St & 2 Ave,,,15875,Subscriber,1985,1
3453,2013-06-01 3:36,,,W 16 St & The High Line,,,,Barclay St & Church St,,,16379,Customer,NULL,0
1057,2013-06-01 3:36,,,Atlantic Ave & Fort Greene Pl,,,,Rivington St & Ridge St,,,19686,Subscriber,1963,1
8962,2013-06-01 3:39,,,Lafayette St & E 8 St,,,,Barclay St & Church St,,,19940,Customer,NULL,0
3171,2013-06-01 3:40,,,Carmine St & 6 Ave,,,,Barclay St & Church St,,,17970,Customer,NULL,0
341,2013-06-01 3:42,,,12 Ave & W 40 St,,,,E 45 St & 3 Ave,,,19848,Subscriber,1993,1
656,2013-06-01 3:43,,,Bond St & Schermerhorn St,,,,Bond St & Schermerhorn St,,,18069,Customer,NULL,0
5402,2013-06-01 3:47,,,Christopher St & Greenwich St,,,,Christopher St & Greenwich St,,,19419,Customer,NULL,0
5340,2013-06-01 3:48,,,Christopher St & Greenwich St,,,,Christopher St & Greenwich St,,,15937,Customer,NULL,0
136,2013-06-01 3:48,,,Greenwich St & W Houston St,,,,Barrow St & Hudson St,,,15170,Subscriber,1983,1
3317,2013-06-01 3:50,,,W 38 St & 8 Ave,,,,Lexington Ave & E 29 St,,,16785,Customer,NULL,0
745,2013-06-01 3:50,,,2 Ave & E 31 St,,,,E 58 St & 3 Ave,,,16851,Customer,NULL,0
3244,2013-06-01 3:51,,,Lafayette St & E 8 St,,,,Lexington Ave & E 29 St,,,19189,Customer,NULL,0
697,2013-06-01 3:52,,,2 Ave & E 31 St,,,,NULL,,,17283,Customer,NULL,0
8156,2013-06-01 3:53,,,Lafayette St & E 8 St,,,,Barclay St & Church St,,,15708,Customer,NULL,0
638,2013-06-01 3:54,,,Clinton St & Grand St,,,,9 Ave & W 18 St,,,18130,Customer,NULL,0
1765,2013-06-01 3:55,,,Bond St & Schermerhorn St,,,,Macon St & Nostrand Ave,,,20076,Customer,NULL,0
1770,2013-06-01 3:55,,,Bond St & Schermerhorn St,,,,Macon St & Nostrand Ave,,,18069,Customer,NULL,0
837,2013-06-01 3:58,,,Lexington Ave & E 29 St,,,,Perry St & Bleecker St,,,18639,Subscriber,1984,1
863,2013-06-01 4:07,,,Pike St & E Broadway,,,,Suffolk St & Stanton St,,,18855,Subscriber,1987,1
482,2013-06-01 4:08,,,E 7 St & Avenue A,,,,W 53 St & 10 Ave,,,15628,Subscriber,1969,1
37458,2013-06-01 3:34,,,W 29 St & 9 Ave,,,,Old Slip & Front St,,,18709,Subscriber,1960,1
1344,2013-06-01 4:15,,,Hicks St & Montague St,,,,E 2 St & Avenue C,,,17621,Subscriber,1989,1
647,2013-06-01 4:19,,,Washington Ave & Greene Ave,,,,Macon St & Nostrand Ave,,,19958,Subscriber,1985,1
514,2013-06-01 4:20,,,Great Jones St,,,,E 11 St & Broadway,,,17816,Subscriber,1983,1
985,2013-06-01 4:25,,,Mercer St & Bleecker St S,,,,Bank St & Washington St,,,16235,Subscriber,1984,1
668,2013-06-01 4:25,,,W 4 St & 7 Ave S,,,,W Broadway & Spring St,,,16949,Subscriber,1973,1
1411,2013-06-01 4:27,,,Kent Ave & S 11 St,,,,Front St & Gold St,,,18318,Subscriber,1981,1
928,2013-06-01 4:30,,,E 20 St & Park Ave,,,,W 20 St & 11 Ave,,,17747,Subscriber,1984,1
1944,2013-06-01 4:33,,,West St & Chambers St,,,,Cliff St & Fulton St,,,18976,Customer,NULL,0
1920,2013-06-01 4:33,,,Stanton St & Chrystie St,,,,Cliff St & Fulton St,,,19169,Customer,NULL,0
217,2013-06-01 4:50,,,W 17 St & 8 Ave,,,,W 24 St & 7 Ave,,,20137,Subscriber,1966,1
620,2013-06-01 4:50,,,W 21 St & 6 Ave,,,,NULL,,,18327,Subscriber,1949,1
7515,2013-06-01 4:52,,,W 46 St & 11 Ave,,,,W 22 St & 8 Ave,,,16668,Subscriber,1975,1
1750,2013-06-01 4:52,,,Great Jones St,,,,E 58 St & 3 Ave,,,19402,Customer,NULL,0
539,2013-06-01 4:58,,,E 2 St & 2 Ave,,,,W Broadway & Spring St,,,18454,Subscriber,1982,1
6898,2013-06-01 5:02,,,W 46 St & 11 Ave,,,,E 7 St & Avenue A,,,16371,Subscriber,1975,1
853,2013-06-01 5:03,,,9 Ave & W 22 St,,,,Carmine St & 6 Ave,,,15608,Subscriber,1978,1
531,2013-06-01 5:18,,,9 Ave & W 16 St,,,,W 16 St & The High Line,,,17055,Subscriber,1977,1
3474,2013-06-01 5:23,,,Cliff St & Fulton St,,,,W 13 St & 6 Ave,,,19169,Customer,NULL,0
993,2013-06-01 5:37,,,Broadway & W 41 St,,,,Cumberland St & Lafayette Ave,,,18018,Customer,NULL,0
864,2013-06-01 5:38,,,S 5 Pl & S 5 St,,,,E 2 St & Avenue C,,,16275,Customer,NULL,0
1267,2013-06-01 5:42,,,Rivington St & Chrystie St,,,,E 27 St & 1 Ave,,,15408,Subscriber,1986,1
426,2013-06-01 5:45,,,Howard St & Centre St,,,,Howard St & Centre St,,,17148,Subscriber,1983,2
861,2013-06-01 5:50,,,MacDougal St & Prince St,,,,Cadman Plaza E & Red Cross Pl,,,19728,Subscriber,1970,1
864,2013-06-01 5:51,,,Pershing Square South,,,,Cadman Plaza E & Tillary St,,,18298,Customer,NULL,0
8902,2013-06-01 5:51,,,Cadman Plaza W & Pierrepont St,,,,Central Park S & 6 Ave,,,18154,Customer,NULL,0
318,2013-06-01 5:55,,,W 20 St & 7 Ave,,,,Franklin St & W Broadway,,,19376,Subscriber,1984,1
725,2013-06-01 5:58,,,Washington Ave & Park Ave,,,,York St & Jay St,,,16023,Subscriber,1973,2
1474,2013-06-01 6:01,,,Allen St & Stanton St,,,,W 42 St & 8 Ave,,,19521,Subscriber,1980,1
824,2013-06-01 6:02,,,E 14 St & Avenue B,,,,W 42 St & 8 Ave,,,19395,Subscriber,1960,1
388,2013-06-01 6:06,,,W 22 St & 10 Ave,,,,8 Ave & W 31 St N,,,20340,Subscriber,1966,1
743,2013-06-01 6:10,,,Clark St & Henry St,,,,3 Ave & Schermerhorn St,,,15301,Subscriber,1976,1
2690,2013-06-01 6:10,,,Broadway & W 24 St,,,,Warren St & Church St,,,18029,Subscriber,1943,1
450,2013-06-01 6:10,,,Broadway & W 53 St,,,,E 20 St & 2 Ave,,,18403,Subscriber,1983,1
745,2013-06-01 6:11,,,E 20 St & 2 Ave,,,,Howard St & Centre St,,,17534,Subscriber,1980,1
1648,2013-06-01 6:12,,,Broadway & W 24 St,,,,Broadway & E 14 St,,,19908,Subscriber,1985,1
524,2013-06-01 6:14,,,Broadway & E 14 St,,,,West Thames St,,,16947,Customer,NULL,0
521,2013-06-01 6:14,,,Broadway & E 14 St,,,,Bank St & Hudson St,,,17746,Customer,NULL,0
7510,2013-06-01 6:15,,,Cadman Plaza W & Pierrepont St,,,,Central Park S & 6 Ave,,,19916,Customer,NULL,0
116,2013-06-01 6:17,,,Broadway & W 49 St,,,,E 53 St & Madison Ave,,,16326,Subscriber,1970,1
1689,2013-06-01 6:17,,,W 22 St & 10 Ave,,,,DeKalb Ave & Hudson Ave,,,19964,Subscriber,1959,1
442,2013-06-01 6:17,,,Clinton Ave & Myrtle Ave,,,,Lawrence St & Willoughby St,,,19868,Subscriber,1964,1
2177,2013-06-01 6:17,,,Clinton Ave & Myrtle Ave,,,,Bank St & Washington St,,,17060,Subscriber,1988,1
845,2013-06-01 6:19,,,9 Ave & W 14 St,,,,E 53 St & Lexington Ave,,,19330,Subscriber,1972,1
1898,2013-06-01 6:23,,,MacDougal St & Prince St,,,,W 15 St & 7 Ave,,,18698,Subscriber,1979,1
516,2013-06-01 6:24,,,Christopher St & Greenwich St,,,,E 10 St & Avenue A,,,19935,Subscriber,1978,1
961,2013-06-01 6:30,,,W 39 St & 9 Ave,,,,W 13 St & 6 Ave,,,17705,Subscriber,1980,1
718,2013-06-01 6:35,,,W Broadway & Spring St,,,,Franklin St & W Broadway,,,16756,Subscriber,1983,2
601,2013-06-01 6:37,,,8 Ave & W 52 St,,,,8 Ave & W 31 St N,,,16283,Subscriber,1987,1
217,2013-06-01 6:39,,,Carmine St & 6 Ave,,,,Shevchenko Pl & E 7 St,,,17057,Subscriber,1976,1
252,2013-06-01 6:41,,,W 17 St & 8 Ave,,,,E 15 St & 3 Ave,,,20100,Subscriber,1964,1
605,2013-06-01 6:32,,,Pearl St & Anchorage Pl,,,,Broadway & W 51 St,,,15678,Subscriber,1962,1
1042,2013-06-01 6:42,,,E 25 St & 2 Ave,,,,W 34 St & 11 Ave,,,15414,Subscriber,1972,1
1952,2013-06-01 6:44,,,E 17 St & Broadway,,,,Cadman Plaza West & Montague St,,,16532,Subscriber,1974,2
3080,2013-06-01 6:45,,,E 58 St & 3 Ave,,,,DeKalb Ave & Hudson Ave,,,16633,Customer,NULL,0
1248,2013-06-01 6:46,,,S Portland Ave & Hanson Pl,,,,Lafayette Ave & St James Pl,,,16281,Subscriber,1963,2
222,2013-06-01 6:48,,,W 20 St & 8 Ave,,,,W 20 St & 11 Ave,,,17401,Subscriber,1963,1
675,2013-06-01 6:49,,,Cumberland St & Lafayette Ave,,,,Great Jones St,,,16548,Subscriber,1974,1
544,2013-06-01 6:49,,,W 26 St & 10 Ave,,,,1 Ave & E 44 St,,,14927,Subscriber,1970,1
376,2013-06-01 6:51,,,Clinton St & Grand St,,,,Bayard St & Baxter St,,,18149,Subscriber,1975,1
116,2013-06-01 6:52,,,E 51 St & Lexington Ave,,,,W 13 St & 6 Ave,,,16653,Subscriber,1969,1
453,2013-06-01 6:55,,,John St & William St,,,,Broad St & Bridge St,,,19362,Subscriber,1980,2
998,2013-06-01 6:54,,,Division St & Bowery,,,,E 32 St & Park Ave,,,14890,Subscriber,1987,1
1419,2013-06-01 6:56,,,West St & Chambers St,,,,W 24 St & 7 Ave,,,18466,Subscriber,1943,1
1478,2013-06-01 6:57,,,E 10 St & Avenue A,,,,W 14 St & The High Line,,,16799,Subscriber,1987,1
1746,2013-06-01 6:58,,,W 25 St & 6 Ave,,,,W 52 St & 11 Ave,,,20204,Subscriber,1971,1
413,2013-06-01 7:00,,,Willoughby Ave & Hall St,,,,Ashland Pl & Hanson Pl,,,19347,Subscriber,1991,1
475,2013-06-01 6:57,,,E 27 St & 1 Ave,,,,1 Ave & E 44 St,,,16453,Subscriber,1967,1
1025,2013-06-01 7:04,,,Barrow St & Hudson St,,,,W 52 St & 11 Ave,,,15177,Subscriber,1974,1
689,2013-06-01 7:04,,,Cadman Plaza E & Red Cross Pl,,,,Cadman Plaza West & Montague St,,,19371,Subscriber,1971,1
1424,2013-06-01 7:03,,,Warren St & Church St,,,,Harrison St & Hudson St,,,16886,Subscriber,1953,1
2260,2013-06-01 7:04,,,Hudson St & Reade St,,,,Atlantic Ave & Fort Greene Pl,,,17353,Subscriber,1973,1
30451,2013-06-01 7:05,,,W 22 St & 8 Ave,,,,E 11 St & 1 Ave,,,14552,Subscriber,1980,1
10840,2013-06-01 7:05,,,Hicks St & Montague St,,,,W 20 St & 8 Ave,,,20057,Subscriber,1982,2
348,2013-06-01 7:06,,,9 Ave & W 22 St,,,,8 Ave & W 31 St N,,,20336,Subscriber,1951,1
957,2013-06-01 7:09,,,W 34 St & 11 Ave,,,,E 20 St & 2 Ave,,,15414,Subscriber,1972,1
636,2013-06-01 7:12,,,Hicks St & Montague St,,,,Columbia Heights & Cranberry St,,,19599,Subscriber,1968,1
497,2013-06-01 7:13,,,NYCBS Test,,,,W 33 St & 7 Ave,,,19126,Subscriber,1977,1
773,2013-06-01 7:14,,,W 33 St & 7 Ave,,,,S 5 Pl & S 5 St,,,18559,Subscriber,1972,1
1680,2013-06-01 7:16,,,Lawrence St & Willoughby St,,,,NYCBS Depot - SSP,,,17606,Customer,NULL,0
1627,2013-06-01 7:17,,,Lawrence St & Willoughby St,,,,Greenwich St & W Houston St,,,15870,Customer,NULL,0
802,2013-06-01 7:17,,,West Thames St,,,,Christopher St & Greenwich St,,,19656,Subscriber,1986,1
424,2013-06-01 7:18,,,Allen St & Hester St,,,,9 Ave & W 22 St,,,19687,Subscriber,1973,2
211,2013-06-01 7:16,,,DeKalb Ave & Vanderbilt Ave,,,,DeKalb Ave & Hudson Ave,,,19502,Subscriber,1974,1
36985,2013-06-01 7:20,,,Cliff St & Fulton St,,,,Clermont Ave & Lafayette Ave,,,18676,Subscriber,1989,1
696,2013-06-01 7:20,,,W Broadway & Spring St,,,,E 24 St & Park Ave S,,,18808,Subscriber,1982,1
8775,2013-06-01 7:21,,,St Marks Pl & 2 Ave,,,,Murray St & West St,,,16364,Subscriber,1961,1
13945,2013-06-01 7:21,,,E 32 St & Park Ave,,,,NULL,,,19912,Customer,NULL,0
13933,2013-06-01 7:22,,,E 32 St & Park Ave,,,,Pershing Square North,,,14890,Customer,NULL,0
1543,2013-06-01 7:22,,,W 52 St & 11 Ave,,,,Barrow St & Hudson St,,,15177,Subscriber,1974,1
547,2013-06-01 7:22,,,Henry St & Atlantic Ave,,,,Ashland Pl & Hanson Pl,,,17656,Subscriber,1982,1
11232,2013-06-01 7:23,,,Leonard St & Church St,,,,NYCBS Depot - SSP,,,18383,Customer,NULL,0
11249,2013-06-01 7:22,,,Leonard St & Church St,,,,Leonard St & Church St,,,16230,Customer,NULL,0
457,2013-06-01 7:24,,,Christopher St & Greenwich St,,,,West St & Chambers St,,,19764,Customer,NULL,0
562,2013-06-01 7:20,,,W 27 St & 7 Ave,,,,LaGuardia Pl & W 3 St,,,18947,Subscriber,1969,1
519,2013-06-01 7:25,,,E 31 St & 3 Ave,,,,Warren St & Church St,,,16695,Subscriber,1971,1
1431,2013-06-01 7:26,,,Cliff St & Fulton St,,,,E 31 St & 3 Ave,,,18976,Customer,NULL,0
780,2013-06-01 7:26,,,Lexington Ave & E 29 St,,,,E 17 St & Broadway,,,16694,Subscriber,1947,1
107243,2013-06-01 7:27,,,W 54 St & 9 Ave,,,,E 10 St & Avenue A,,,16043,Subscriber,1983,1
1718,2013-06-01 7:27,,,West St & Chambers St,,,,E 47 St & Park Ave,,,14902,Subscriber,1981,2
2069,2013-06-01 7:28,,,9 Ave & W 14 St,,,,W 25 St & 6 Ave,,,18896,Subscriber,1971,1
910,2013-06-01 7:28,,,E 10 St & 5 Ave,,,,E 10 St & 5 Ave,,,17211,Subscriber,1944,1
599,2013-06-01 7:29,,,Franklin St & W Broadway,,,,Centre St & Worth St,,,15713,Customer,NULL,0
369,2013-06-01 7:30,,,W 13 St & 5 Ave,,,,9 Ave & W 16 St,,,16905,Subscriber,1959,1
328,2013-06-01 7:30,,,Allen St & Hester St,,,,Madison St & Montgomery St,,,16867,Subscriber,1966,1
1424,2013-06-01 7:04,,,W 33 St & 7 Ave,,,,W 52 St & 11 Ave,,,20204,Subscriber,1971,1
789,2013-06-01 7:30,,,Ashland Pl & Hanson Pl,,,,Henry St & Atlantic Ave,,,14936,Customer,NULL,0
1909,2013-06-01 7:30,,,Bialystoker Pl & Delancey St,,,,11 Ave & W 59 St,,,16631,Subscriber,1969,1
1822,2013-06-01 7:31,,,E 31 St & 3 Ave,,,,Broadway & W 58 St,,,14889,Subscriber,1989,2
